         9162875 function calls (9143498 primitive calls) in 46.375 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 _matfuncs_sqrtm.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _matfuncs_sqrtm.py:20(SqrtmError)
        1    0.000    0.000    0.000    0.000 _solvers.py:1(<module>)
        2    0.000    0.000    0.000    0.000 _procrustes.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _sketches.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _decomp_cossin.py:1(<module>)
        1    0.000    0.000    0.000    0.000 decomp.py:1(<module>)
        1    0.000    0.000    0.000    0.000 decomp_cholesky.py:1(<module>)
        1    0.000    0.000    0.000    0.000 decomp_lu.py:1(<module>)
        1    0.000    0.000    0.000    0.000 decomp_qr.py:1(<module>)
        1    0.000    0.000    0.000    0.000 decomp_svd.py:1(<module>)
        1    0.000    0.000    0.000    0.000 decomp_schur.py:1(<module>)
        3    0.000    0.000    0.016    0.005 basic.py:1(<module>)
        1    0.000    0.000    0.000    0.000 misc.py:1(<module>)
        1    0.000    0.000    0.000    0.000 special_matrices.py:1(<module>)
        1    0.000    0.000    0.000    0.000 flinalg.py:1(<module>)
        2    0.000    0.000    0.000    0.000 matfuncs.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:225(<listcomp>)
        1    0.000    0.000    0.000    0.000 _gcrotmk.py:1(<module>)
        1    0.000    0.000    0.000    0.000 lsqr.py:1(<module>)
        1    0.000    0.000    0.000    0.000 lsmr.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tfqmr.py:1(<module>)
        1    0.000    0.000    0.016    0.016 linsolve.py:1(<module>)
        1    0.000    0.000    0.000    0.000 linsolve.py:25(MatrixRankWarning)
        1    0.000    0.000    0.000    0.000 arpack.py:1(<module>)
        1    0.000    0.000    0.000    0.000 arpack.py:273(ArpackError)
        1    0.000    0.000    0.000    0.000 arpack.py:283(ArpackNoConvergence)
        1    0.000    0.000    0.000    0.000 arpack.py:310(_ArpackParams)
        1    0.000    0.000    0.000    0.000 arpack.py:380(_SymmetricArpackParams)
        1    0.000    0.000    0.000    0.000 arpack.py:598(_UnsymmetricArpackParams)
        1    0.000    0.000    0.000    0.000 arpack.py:907(SpLuInv)
        1    0.000    0.000    0.000    0.000 arpack.py:931(LuInv)
        1    0.000    0.000    0.000    0.000 arpack.py:956(IterInv)
        1    0.000    0.000    0.000    0.000 arpack.py:988(IterOpInv)
        1    0.000    0.000    0.000    0.000 lobpcg.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:12(<listcomp>)
        1    0.000    0.000    0.000    0.000 _svds.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _expm_multiply.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _onenormest.py:1(<module>)
        2    0.000    0.000    0.000    0.000 _onenormest.py:121(_blocked_elementwise)
        1    0.000    0.000    0.000    0.000 _expm_multiply.py:393(LazyOperatorNormInfo)
        1    0.000    0.000    0.000    0.000 _matfuncs.py:170(MatrixPowerOperator)
        1    0.000    0.000    0.000    0.000 _matfuncs.py:206(ProductOperator)
        1    0.000    0.000    0.000    0.000 _matfuncs.py:336(_ExpmPadeHelper)
        1    0.000    0.000    0.000    0.000 _norm.py:1(<module>)
        1    0.000    0.000    0.000    0.000 isolve.py:1(<module>)
        1    0.000    0.000    0.000    0.000 dsolve.py:1(<module>)
        1    0.000    0.000    0.000    0.000 interface.py:1(<module>)
        1    0.000    0.000    0.000    0.000 eigen.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:132(<listcomp>)
        1    0.000    0.000    0.000    0.000 _validation.py:1(<module>)
        2    0.000    0.000    0.000    0.000 base.py:1(<module>)
        1    0.000    0.000    0.000    0.000 bsr.py:1(<module>)
        1    0.000    0.000    0.000    0.000 compressed.py:1(<module>)
        1    0.000    0.000    0.000    0.000 construct.py:1(<module>)
        1    0.000    0.000    0.000    0.000 coo.py:1(<module>)
        1    0.000    0.000    0.000    0.000 csc.py:1(<module>)
        1    0.000    0.000    0.000    0.000 csr.py:1(<module>)
        1    0.000    0.000    0.000    0.000 data.py:1(<module>)
        1    0.000    0.000    0.000    0.000 dia.py:1(<module>)
        1    0.000    0.000    0.000    0.000 dok.py:1(<module>)
        1    0.000    0.000    0.000    0.000 extract.py:1(<module>)
        1    0.000    0.000    0.000    0.000 lil.py:1(<module>)
        1    0.000    0.000    0.000    0.000 sparsetools.py:1(<module>)
        1    0.000    0.000    0.000    0.000 sputils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:291(<listcomp>)
        1    0.000    0.000    0.000    0.000 _kdtree.py:98(Rectangle)
        1    0.000    0.000    0.000    0.000 _kdtree.py:206(KDTree)
        1    0.000    0.000    0.000    0.000 _kdtree.py:287(node)
        1    0.000    0.000    0.000    0.000 _kdtree.py:318(leafnode)
        1    0.000    0.000    0.000    0.000 _kdtree.py:327(innernode)
        1    0.000    0.000    0.016    0.016 _spherical_voronoi.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _spherical_voronoi.py:36(SphericalVoronoi)
        1    0.000    0.000    0.000    0.000 _plotutils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-7>:1(<module>)
        3    0.000    0.000    0.000    0.000 <decorator-gen-7>:1(_held_figure)
        1    0.000    0.000    0.000    0.000 <decorator-gen-8>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-9>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-10>:1(<module>)
        1    0.000    0.000    0.172    0.172 _geometric_slerp.py:1(<module>)
        1    0.000    0.000    0.172    0.172 distance.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _sf_error.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _sf_error.py:5(SpecialFunctionWarning)
        1    0.000    0.000    0.000    0.000 _sf_error.py:13(SpecialFunctionError)
        1    0.000    0.000    0.000    0.000 _logsumexp.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _orthogonal.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _orthogonal.py:115(orthopoly1d)
        1    0.000    0.000    0.000    0.000 _spfun_stats.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _ellip_harm.py:1(<module>)
      506    0.000    0.000    0.016    0.000 function_base.py:2285(__init__)
        1    0.000    0.000    0.000    0.000 _lambertw.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _spherical_bessel.py:1(<module>)
        1    0.000    0.000    0.016    0.016 add_newdocs.py:1(<module>)
        1    0.000    0.000    0.000    0.000 orthogonal.py:1(<module>)
        1    0.000    0.000    0.000    0.000 specfun.py:1(<module>)
        1    0.000    0.000    0.000    0.000 sf_error.py:1(<module>)
        1    0.000    0.000    0.000    0.000 spfun_stats.py:1(<module>)
       14    0.000    0.000    0.031    0.002 dataclasses.py:1195(dataclass)
        1    0.000    0.000    0.000    0.000 distance.py:1644(CDistMetricWrapper)
       14    0.000    0.000    0.062    0.004 dataclasses.py:1212(wrap)
       14    0.000    0.000    0.062    0.004 dataclasses.py:884(_process_class)
       14    0.000    0.000    0.000    0.000 dataclasses.py:346(__init__)
       40    0.000    0.000    0.000    0.000 dataclasses.py:660(_is_kw_only)
       40    0.000    0.000    0.000    0.000 dataclasses.py:723(_get_field)
       40    0.000    0.000    0.000    0.000 dataclasses.py:368(field)
       40    0.000    0.000    0.000    0.000 dataclasses.py:287(__init__)
       40    0.000    0.000    0.000    0.000 dataclasses.py:646(_is_classvar)
       40    0.000    0.000    0.000    0.000 dataclasses.py:654(_is_initvar)
       14    0.000    0.000    0.000    0.000 dataclasses.py:1017(<listcomp>)
       14    0.000    0.000    0.000    0.000 dataclasses.py:392(_fields_in_init_order)
       54    0.000    0.000    0.000    0.000 dataclasses.py:396(<genexpr>)
       14    0.000    0.000    0.000    0.000 dataclasses.py:397(<genexpr>)
       14    0.000    0.000    0.016    0.001 dataclasses.py:528(_init_fn)
       14    0.000    0.000    0.000    0.000 dataclasses.py:548(<dictcomp>)
       40    0.000    0.000    0.000    0.000 dataclasses.py:449(_field_init)
       40    0.000    0.000    0.000    0.000 dataclasses.py:437(_field_assign)
       14    0.000    0.000    0.000    0.000 dataclasses.py:573(<listcomp>)
       40    0.000    0.000    0.000    0.000 dataclasses.py:509(_init_param)
       57    0.000    0.000    0.031    0.001 dataclasses.py:413(_create_fn)
      188    0.000    0.000    0.000    0.000 dataclasses.py:425(<genexpr>)
       57    0.000    0.000    0.000    0.000 <string>:1(__create_fn__)
       66    0.000    0.000    0.016    0.000 dataclasses.py:827(_set_new_attribute)
       14    0.000    0.000    0.000    0.000 dataclasses.py:1043(<listcomp>)
       14    0.000    0.000    0.000    0.000 dataclasses.py:1046(<listcomp>)
       14    0.000    0.000    0.016    0.001 dataclasses.py:588(_repr_fn)
       14    0.000    0.000    0.000    0.000 dataclasses.py:592(<listcomp>)
       14    0.000    0.000    0.000    0.000 dataclasses.py:1052(<listcomp>)
       33    0.000    0.000    0.000    0.000 dataclasses.py:401(_tuple_str)
       33    0.000    0.000    0.000    0.000 dataclasses.py:410(<listcomp>)
       14    0.000    0.000    0.000    0.000 dataclasses.py:624(_cmp_fn)
        5    0.000    0.000    0.000    0.000 dataclasses.py:599(_frozen_get_del_attr)
       19    0.000    0.000    0.000    0.000 dataclasses.py:603(<genexpr>)
        5    0.000    0.000    0.000    0.000 dataclasses.py:845(_hash_add)
        5    0.000    0.000    0.000    0.000 dataclasses.py:846(<listcomp>)
        5    0.000    0.000    0.000    0.000 dataclasses.py:638(_hash_fn)
      442    0.000    0.000    0.250    0.001 inspect.py:3277(signature)
      442    0.000    0.000    0.250    0.001 inspect.py:3023(from_callable)
      455    0.000    0.000    0.016    0.000 inspect.py:735(unwrap)
      455    0.000    0.000    0.000    0.000 :0(getrecursionlimit)
       13    0.000    0.000    0.000    0.000 inspect.py:2075(_signature_is_functionlike)
       13    0.000    0.000    0.000    0.000 inspect.py:2063(_signature_is_builtin)
       13    0.000    0.000    0.000    0.000 inspect.py:505(isbuiltin)
       13    0.000    0.000    0.000    0.000 inspect.py:310(ismethoddescriptor)
       39    0.000    0.000    0.000    0.000 inspect.py:1945(_signature_get_user_defined_method)
      391    0.000    0.000    0.016    0.000 inspect.py:2037(_signature_bound_method)
      407    0.000    0.000    0.016    0.000 inspect.py:3039(replace)
       13    0.000    0.000    0.016    0.001 inspect.py:3231(__str__)
       35    0.000    0.000    0.016    0.000 inspect.py:2770(__str__)
       48    0.000    0.000    0.016    0.000 inspect.py:1441(formatannotation)
       54    0.000    0.000    0.000    0.000 dataclasses.py:1101(<genexpr>)
       14    0.000    0.000    0.000    0.000 <frozen abc>:146(update_abstractmethods)
        1    0.000    0.000    0.000    0.000 distance.py:1671(CDistWeightedMetricWrapper)
        1    0.000    0.000    0.000    0.000 distance.py:1697(PDistMetricWrapper)
        1    0.000    0.000    0.000    0.000 distance.py:1722(PDistWeightedMetricWrapper)
        1    0.000    0.000    0.000    0.000 distance.py:1747(MetricInfo)
        1    0.000    0.000    0.000    0.000 dataclasses.py:327(__set_name__)
        2    0.000    0.000    0.000    0.000 typing.py:1494(__repr__)
        2    0.000    0.000    0.000    0.000 typing.py:1500(<listcomp>)
        3    0.000    0.000    0.000    0.000 typing.py:224(_type_repr)
        4    0.000    0.000    0.000    0.000 typing.py:1563(__repr__)
        1    0.000    0.000    0.000    0.000 typing.py:1659(__repr__)
        1    0.000    0.000    0.000    0.000 dataclasses.py:179(__repr__)
       52    0.000    0.000    0.000    0.000 <string>:2(__init__)
       12    0.000    0.000    0.000    0.000 distance.py:1765(<lambda>)
        1    0.000    0.000    0.000    0.000 distance.py:1942(<dictcomp>)
       52    0.000    0.000    0.000    0.000 distance.py:1943(<genexpr>)
        1    0.000    0.000    0.000    0.000 distance.py:1949(<dictcomp>)
        1    0.000    0.000    0.000    0.000 ckdtree.py:1(<module>)
        1    0.000    0.000    0.000    0.000 kdtree.py:1(<module>)
        1    0.000    0.000    0.000    0.000 qhull.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:116(<listcomp>)
        1    0.000    0.000    0.031    0.031 _rotation_groups.py:1(<module>)
        1    0.000    0.000    0.031    0.031 _codata.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _codata.py:1514(parse_constants_2018toXXXX)
        1    0.000    0.000    0.000    0.000 _codata.py:1563(ConstantWarning)
       22    0.000    0.000    0.000    0.000 _codata.py:1574(value)
       22    0.000    0.000    0.000    0.000 _codata.py:1568(_check_obsolete)
        2    0.000    0.000    0.000    0.000 _constants.py:1(<module>)
        1    0.000    0.000    0.000    0.000 codata.py:1(<module>)
        2    0.000    0.000    0.000    0.000 constants.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:327(<listcomp>)
        1    0.000    0.000    0.000    0.000 __init__.py:330(<listcomp>)
        1    0.000    0.000    0.000    0.000 __init__.py:339(<listcomp>)
        1    0.000    0.000    0.000    0.000 _rotation_spline.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _rotation_spline.py:251(RotationSpline)
        1    0.000    0.000    0.000    0.000 rotation.py:1(<module>)
        1    0.000    0.000    0.031    0.031 _filters.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _ni_support.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _ni_docstrings.py:1(<module>)
        1    0.000    0.000    0.000    0.000 doccer.py:1(<module>)
        1    0.000    0.000    0.000    0.000 doccer.py:205(filldoc)
        1    0.000    0.000    0.000    0.000 doccer.py:231(unindent_dict)
       14    0.000    0.000    0.000    0.000 doccer.py:239(unindent_string)
       32    0.000    0.000    0.047    0.001 doccer.py:225(decorate)
        1    0.000    0.000    0.000    0.000 _fourier.py:1(<module>)
        1    0.000    0.000    0.016    0.016 _interpolation.py:1(<module>)
